"Año","Mes","Marca","Familia","LlaveModelo","Modelo","Segmento","Provincia","Pais","Precio","Unidades"
"2022","feb","CHEVROLET","BEAT","5288","BEAT LS AC 1.2 4P 4X2 TM","AUTOMOVIL","MANABI","COLOMBIA","14499","4"
"2022","feb","CHEVROLET","BEAT","5288","BEAT LS AC 1.2 4P 4X2 TM","AUTOMOVIL","PICHINCHA","COLOMBIA","14499","69"
"2022","feb","CHEVROLET","BEAT","5288","BEAT LS AC 1.2 4P 4X2 TM","AUTOMOVIL","SANTO DOMINGO","COLOMBIA","14499","3"
"2022","feb","CHEVROLET","BEAT","5288","BEAT LS AC 1.2 4P 4X2 TM","AUTOMOVIL","SUCUMBIOS","COLOMBIA","14499","1"
"2022","feb","CHEVROLET","BEAT","5288","BEAT LS AC 1.2 4P 4X2 TM","AUTOMOVIL","TUNGURAHUA","COLOMBIA","14499","1"
"2022","feb","CHEVROLET","BEAT","5012","BEAT PREMIER AC 1.2 4P 4X2 TM","AUTOMOVIL","AZUAY","COLOMBIA","15999","7"
"2022","feb","CHEVROLET","BEAT","5012","BEAT PREMIER AC 1.2 4P 4X2 TM","AUTOMOVIL","CHIMBORAZO","COLOMBIA","15999","3"
"2022","feb","CHEVROLET","BEAT","5012","BEAT PREMIER AC 1.2 4P 4X2 TM","AUTOMOVIL","EL ORO","COLOMBIA","15999","2"
"2022","feb","CHEVROLET","BEAT","5012","BEAT PREMIER AC 1.2 4P 4X2 TM","AUTOMOVIL","ESMERALDAS","COLOMBIA","15999","1"
"2022","feb","CHEVROLET","BEAT","5012","BEAT PREMIER AC 1.2 4P 4X2 TM","AUTOMOVIL","GUAYAS","COLOMBIA","15999","79"
"2022","feb","CHEVROLET","BEAT","5012","BEAT PREMIER AC 1.2 4P 4X2 TM","AUTOMOVIL","IMBABURA","COLOMBIA","15999","2"
"2022","feb","CHEVROLET","BEAT","5012","BEAT PREMIER AC 1.2 4P 4X2 TM","AUTOMOVIL","LOJA","COLOMBIA","15999","3"
"2022","feb","CHEVROLET","BEAT","5012","BEAT PREMIER AC 1.2 4P 4X2 TM","AUTOMOVIL","LOS RIOS","COLOMBIA","15999","1"
"2022","feb","CHEVROLET","BEAT","5012","BEAT PREMIER AC 1.2 4P 4X2 TM","AUTOMOVIL","MANABI","COLOMBIA","15999","6"
"2022","feb","CHEVROLET","BEAT","5012","BEAT PREMIER AC 1.2 4P 4X2 TM","AUTOMOVIL","ORELLANA","COLOMBIA","15999","1"
"2022","feb","CHEVROLET","BEAT","5012","BEAT PREMIER AC 1.2 4P 4X2 TM","AUTOMOVIL","PICHINCHA","COLOMBIA","15999","47"
"2022","feb","CHEVROLET","BEAT","5012","BEAT PREMIER AC 1.2 4P 4X2 TM","AUTOMOVIL","SANTA ELENA","COLOMBIA","15999","1"
"2022","feb","CHEVROLET","BEAT","5012","BEAT PREMIER AC 1.2 4P 4X2 TM","AUTOMOVIL","SANTO DOMINGO","COLOMBIA","15999","2"
"2022","feb","CHEVROLET","BEAT","5012","BEAT PREMIER AC 1.2 4P 4X2 TM","AUTOMOVIL","SUCUMBIOS","COLOMBIA","15999","2"
"2022","feb","CHEVROLET","BEAT","5012","BEAT PREMIER AC 1.2 4P 4X2 TM","AUTOMOVIL","TUNGURAHUA","COLOMBIA","15999","6"
"2022","feb","CHEVROLET","CAPTIVA","5420","CAPTIVA LT TURBO 5 PAS AC 1.5 5P 4X2 TA","SUV","PICHINCHA","CHINA","28999","1"
"2022","feb","CHEVROLET","CAPTIVA","5198","CAPTIVA LT TURBO 5 PAS AC 1.5 5P 4X2 TM","SUV","AZUAY","CHINA","26999","11"
"2022","feb","CHEVROLET","CAPTIVA","5198","CAPTIVA LT TURBO 5 PAS AC 1.5 5P 4X2 TM","SUV","CANAR","CHINA","26999","2"
"2022","feb","CHEVROLET","CAPTIVA","5198","CAPTIVA LT TURBO 5 PAS AC 1.5 5P 4X2 TM","SUV","CARCHI","CHINA","26999","1"
"2022","feb","CHEVROLET","CAPTIVA","5198","CAPTIVA LT TURBO 5 PAS AC 1.5 5P 4X2 TM","SUV","CHIMBORAZO","CHINA","26999","3"
"2022","feb","CHEVROLET","CAPTIVA","5198","CAPTIVA LT TURBO 5 PAS AC 1.5 5P 4X2 TM","SUV","COTOPAXI","CHINA","26999","4"
"2022","feb","CHEVROLET","CAPTIVA","5198","CAPTIVA LT TURBO 5 PAS AC 1.5 5P 4X2 TM","SUV","EL ORO","CHINA","26999","8"
"2022","feb","CHEVROLET","CAPTIVA","5198","CAPTIVA LT TURBO 5 PAS AC 1.5 5P 4X2 TM","SUV","ESMERALDAS","CHINA","26999","1"
"2022","feb","CHEVROLET","CAPTIVA","5198","CAPTIVA LT TURBO 5 PAS AC 1.5 5P 4X2 TM","SUV","GUAYAS","CHINA","26999","42"
"2022","feb","CHEVROLET","CAPTIVA","5198","CAPTIVA LT TURBO 5 PAS AC 1.5 5P 4X2 TM","SUV","IMBABURA","CHINA","26999","11"
"2022","feb","CHEVROLET","CAPTIVA","5198","CAPTIVA LT TURBO 5 PAS AC 1.5 5P 4X2 TM","SUV","LOJA","CHINA","26999","5"
"2022","feb","CHEVROLET","CAPTIVA","5198","CAPTIVA LT TURBO 5 PAS AC 1.5 5P 4X2 TM","SUV","LOS RIOS","CHINA","26999","1"
"2022","feb","CHEVROLET","CAPTIVA","5198","CAPTIVA LT TURBO 5 PAS AC 1.5 5P 4X2 TM","SUV","MANABI","CHINA","26999","13"
"2022","feb","CHEVROLET","CAPTIVA","5198","CAPTIVA LT TURBO 5 PAS AC 1.5 5P 4X2 TM","SUV","ORELLANA","CHINA","26999","2"
"2022","feb","CHEVROLET","CAPTIVA","5198","CAPTIVA LT TURBO 5 PAS AC 1.5 5P 4X2 TM","SUV","PICHINCHA","CHINA","26999","60"
"2022","feb","CHEVROLET","CAPTIVA","5198","CAPTIVA LT TURBO 5 PAS AC 1.5 5P 4X2 TM","SUV","SANTO DOMINGO","CHINA","26999","13"
"2022","feb","CHEVROLET","CAPTIVA","5198","CAPTIVA LT TURBO 5 PAS AC 1.5 5P 4X2 TM","SUV","SUCUMBIOS","CHINA","26999","1"
"2022","feb","CHEVROLET","CAPTIVA","5198","CAPTIVA LT TURBO 5 PAS AC 1.5 5P 4X2 TM","SUV","TUNGURAHUA","CHINA","26999","8"
"2022","feb","CHEVROLET","CAPTIVA","6011","CAPTIVA LTZ TURBO 5PAS AC 1.5 5P 4X2 TA","SUV","AZUAY","CHINA","29690","2"
"2022","feb","CHEVROLET","CAPTIVA","6011","CAPTIVA LTZ TURBO 5PAS AC 1.5 5P 4X2 TA","SUV","CHIMBORAZO","CHINA","29690","2"
"2022","feb","CHEVROLET","CAPTIVA","6011","CAPTIVA LTZ TURBO 5PAS AC 1.5 5P 4X2 TA","SUV","EL ORO","CHINA","29690","5"
"2022","feb","CHEVROLET","CAPTIVA","6011","CAPTIVA LTZ TURBO 5PAS AC 1.5 5P 4X2 TA","SUV","GUAYAS","CHINA","29690","20"
"2022","feb","CHEVROLET","CAPTIVA","6011","CAPTIVA LTZ TURBO 5PAS AC 1.5 5P 4X2 TA","SUV","IMBABURA","CHINA","29690","1"
"2022","feb","CHEVROLET","CAPTIVA","6011","CAPTIVA LTZ TURBO 5PAS AC 1.5 5P 4X2 TA","SUV","LOS RIOS","CHINA","29690","1"
"2022","feb","CHEVROLET","CAPTIVA","6011","CAPTIVA LTZ TURBO 5PAS AC 1.5 5P 4X2 TA","SUV","MANABI","CHINA","29690","3"
"2022","feb","CHEVROLET","CAPTIVA","6011","CAPTIVA LTZ TURBO 5PAS AC 1.5 5P 4X2 TA","SUV","PICHINCHA","CHINA","29690","19"
"2022","feb","CHEVROLET","CAPTIVA","5448","CAPTIVA PREMIER TURBO 7PAS AC 1.5 5P 4X2 TA","SUV","AZUAY","CHINA","32999","3"
"2022","feb","CHEVROLET","CAPTIVA","5448","CAPTIVA PREMIER TURBO 7PAS AC 1.5 5P 4X2 TA","SUV","CHIMBORAZO","CHINA","32999","1"
"2022","feb","CHEVROLET","CAPTIVA","5448","CAPTIVA PREMIER TURBO 7PAS AC 1.5 5P 4X2 TA","SUV","EL ORO","CHINA","32999","2"
"2022","feb","CHEVROLET","CAPTIVA","5448","CAPTIVA PREMIER TURBO 7PAS AC 1.5 5P 4X2 TA","SUV","GUAYAS","CHINA","32999","31"
"2022","feb","CHEVROLET","CAPTIVA","5448","CAPTIVA PREMIER TURBO 7PAS AC 1.5 5P 4X2 TA","SUV","IMBABURA","CHINA","32999","2"
"2022","feb","CHEVROLET","CAPTIVA","5448","CAPTIVA PREMIER TURBO 7PAS AC 1.5 5P 4X2 TA","SUV","MANABI","CHINA","32999","1"
"2022","feb","CHEVROLET","CAPTIVA","5448","CAPTIVA PREMIER TURBO 7PAS AC 1.5 5P 4X2 TA","SUV","PICHINCHA","CHINA","32999","7"
"2022","feb","CHEVROLET","CAPTIVA","5448","CAPTIVA PREMIER TURBO 7PAS AC 1.5 5P 4X2 TA","SUV","SANTA ELENA","CHINA","32999","1"
"2022","feb","CHEVROLET","CAPTIVA","5448","CAPTIVA PREMIER TURBO 7PAS AC 1.5 5P 4X2 TA","SUV","TUNGURAHUA","CHINA","32999","1"
"2022","feb","CHEVROLET","CAPTIVA","5199","CAPTIVA PREMIER TURBO 7PAS AC 1.5 5P 4X2 TM","SUV","AZUAY","CHINA","29999","2"
"2022","feb","CHEVROLET","CAPTIVA","5199","CAPTIVA PREMIER TURBO 7PAS AC 1.5 5P 4X2 TM","SUV","CANAR","CHINA","29999","3"
"2022","feb","CHEVROLET","CAPTIVA","5199","CAPTIVA PREMIER TURBO 7PAS AC 1.5 5P 4X2 TM","SUV","CHIMBORAZO","CHINA","29999","5"
"2022","feb","CHEVROLET","CAPTIVA","5199","CAPTIVA PREMIER TURBO 7PAS AC 1.5 5P 4X2 TM","SUV","EL ORO","CHINA","29999","3"
"2022","feb","CHEVROLET","CAPTIVA","5199","CAPTIVA PREMIER TURBO 7PAS AC 1.5 5P 4X2 TM","SUV","ESMERALDAS","CHINA","29999","3"
"2022","feb","CHEVROLET","CAPTIVA","5199","CAPTIVA PREMIER TURBO 7PAS AC 1.5 5P 4X2 TM","SUV","GUAYAS","CHINA","29999","24"
"2022","feb","CHEVROLET","CAPTIVA","5199","CAPTIVA PREMIER TURBO 7PAS AC 1.5 5P 4X2 TM","SUV","IMBABURA","CHINA","29999","1"
"2022","feb","CHEVROLET","CAPTIVA","5199","CAPTIVA PREMIER TURBO 7PAS AC 1.5 5P 4X2 TM","SUV","LOJA","CHINA","29999","2"
"2022","feb","CHEVROLET","CAPTIVA","5199","CAPTIVA PREMIER TURBO 7PAS AC 1.5 5P 4X2 TM","SUV","LOS RIOS","CHINA","29999","3"
"2022","feb","CHEVROLET","CAPTIVA","5199","CAPTIVA PREMIER TURBO 7PAS AC 1.5 5P 4X2 TM","SUV","MANABI","CHINA","29999","6"
"2022","feb","CHEVROLET","CAPTIVA","5199","CAPTIVA PREMIER TURBO 7PAS AC 1.5 5P 4X2 TM","SUV","ORELLANA","CHINA","29999","1"
"2022","feb","CHEVROLET","CAPTIVA","5199","CAPTIVA PREMIER TURBO 7PAS AC 1.5 5P 4X2 TM","SUV","PICHINCHA","CHINA","29999","25"
"2022","feb","CHEVROLET","CAPTIVA","5199","CAPTIVA PREMIER TURBO 7PAS AC 1.5 5P 4X2 TM","SUV","SANTA ELENA","CHINA","29999","2"
"2022","feb","CHEVROLET","CAPTIVA","5199","CAPTIVA PREMIER TURBO 7PAS AC 1.5 5P 4X2 TM","SUV","SANTO DOMINGO","CHINA","29999","1"
"2022","feb","CHEVROLET","CAPTIVA","5199","CAPTIVA PREMIER TURBO 7PAS AC 1.5 5P 4X2 TM","SUV","SUCUMBIOS","CHINA","29999","2"
"2022","feb","CHEVROLET","CAPTIVA","5199","CAPTIVA PREMIER TURBO 7PAS AC 1.5 5P 4X2 TM","SUV","TUNGURAHUA","CHINA","29999","6"
"2022","feb","CHEVROLET","COLORADO","5660","COLORADO HIGH COUNTRY AC 2.8 CD 4X4 TA DIESEL","CAMIONETA","AZUAY","BRASIL","49999","2"
"2022","feb","CHEVROLET","COLORADO","5660","COLORADO HIGH COUNTRY AC 2.8 CD 4X4 TA DIESEL","CAMIONETA","GUAYAS","BRASIL","49999","5"
"2022","feb","CHEVROLET","COLORADO","5660","COLORADO HIGH COUNTRY AC 2.8 CD 4X4 TA DIESEL","CAMIONETA","LOJA","BRASIL","49999","1"
"2022","feb","CHEVROLET","COLORADO","5660","COLORADO HIGH COUNTRY AC 2.8 CD 4X4 TA DIESEL","CAMIONETA","MANABI","BRASIL","49999","1"
"2022","feb","CHEVROLET","COLORADO","5660","COLORADO HIGH COUNTRY AC 2.8 CD 4X4 TA DIESEL","CAMIONETA","PICHINCHA","BRASIL","49999","6"
"2022","feb","CHEVROLET","D-MAX","5315","D-MAX CRDI 2.5 CD 4X2 TM DIESEL","CAMIONETA","AZUAY","ECUADOR","28499","10"
"2022","feb","CHEVROLET","D-MAX","5315","D-MAX CRDI 2.5 CD 4X2 TM DIESEL","CAMIONETA","CANAR","ECUADOR","28499","2"
"2022","feb","CHEVROLET","D-MAX","5315","D-MAX CRDI 2.5 CD 4X2 TM DIESEL","CAMIONETA","CHIMBORAZO","ECUADOR","28499","3"
"2022","feb","CHEVROLET","D-MAX","5315","D-MAX CRDI 2.5 CD 4X2 TM DIESEL","CAMIONETA","COTOPAXI","ECUADOR","28499","2"
"2022","feb","CHEVROLET","D-MAX","5315","D-MAX CRDI 2.5 CD 4X2 TM DIESEL","CAMIONETA","GUAYAS","ECUADOR","28499","13"
"2022","feb","CHEVROLET","D-MAX","5315","D-MAX CRDI 2.5 CD 4X2 TM DIESEL","CAMIONETA","IMBABURA","ECUADOR","28499","2"
"2022","feb","CHEVROLET","D-MAX","5315","D-MAX CRDI 2.5 CD 4X2 TM DIESEL","CAMIONETA","LOJA","ECUADOR","28499","2"
"2022","feb","CHEVROLET","D-MAX","5315","D-MAX CRDI 2.5 CD 4X2 TM DIESEL","CAMIONETA","PICHINCHA","ECUADOR","28499","32"
"2022","feb","CHEVROLET","D-MAX","5315","D-MAX CRDI 2.5 CD 4X2 TM DIESEL","CAMIONETA","SANTO DOMINGO","ECUADOR","28499","1"
"2022","feb","CHEVROLET","D-MAX","5315","D-MAX CRDI 2.5 CD 4X2 TM DIESEL","CAMIONETA","SUCUMBIOS","ECUADOR","28499","1"
"2022","feb","CHEVROLET","D-MAX","5315","D-MAX CRDI 2.5 CD 4X2 TM DIESEL","CAMIONETA","TUNGURAHUA","ECUADOR","28499","9"
"2022","feb","CHEVROLET","D-MAX","5316","D-MAX CRDI 2.5 CD 4X4 TM DIESEL","CAMIONETA","AZUAY","ECUADOR","36999","7"
"2022","feb","CHEVROLET","D-MAX","5316","D-MAX CRDI 2.5 CD 4X4 TM DIESEL","CAMIONETA","COTOPAXI","ECUADOR","36999","2"
"2022","feb","CHEVROLET","D-MAX","5316","D-MAX CRDI 2.5 CD 4X4 TM DIESEL","CAMIONETA","EL ORO","ECUADOR","36999","1"
"2022","feb","CHEVROLET","D-MAX","5316","D-MAX CRDI 2.5 CD 4X4 TM DIESEL","CAMIONETA","ESMERALDAS","ECUADOR","36999","1"
"2022","feb","CHEVROLET","D-MAX","5316","D-MAX CRDI 2.5 CD 4X4 TM DIESEL","CAMIONETA","GUAYAS","ECUADOR","36999","19"
"2022","feb","CHEVROLET","D-MAX","5316","D-MAX CRDI 2.5 CD 4X4 TM DIESEL","CAMIONETA","IMBABURA","ECUADOR","36999","2"
"2022","feb","CHEVROLET","D-MAX","5316","D-MAX CRDI 2.5 CD 4X4 TM DIESEL","CAMIONETA","LOJA","ECUADOR","36999","5"
"2022","feb","CHEVROLET","D-MAX","5316","D-MAX CRDI 2.5 CD 4X4 TM DIESEL","CAMIONETA","MANABI","ECUADOR","36999","3"
"2022","feb","CHEVROLET","D-MAX","5316","D-MAX CRDI 2.5 CD 4X4 TM DIESEL","CAMIONETA","ORELLANA","ECUADOR","36999","3"
"2022","feb","CHEVROLET","D-MAX","5316","D-MAX CRDI 2.5 CD 4X4 TM DIESEL","CAMIONETA","PICHINCHA","ECUADOR","36999","91"
"2022","feb","CHEVROLET","D-MAX","5316","D-MAX CRDI 2.5 CD 4X4 TM DIESEL","CAMIONETA","SANTO DOMINGO","ECUADOR","36999","4"
"2022","feb","CHEVROLET","D-MAX","5316","D-MAX CRDI 2.5 CD 4X4 TM DIESEL","CAMIONETA","SUCUMBIOS","ECUADOR","36999","1"
"2022","feb","CHEVROLET","D-MAX","5316","D-MAX CRDI 2.5 CD 4X4 TM DIESEL","CAMIONETA","TUNGURAHUA","ECUADOR","36999","4"
"2022","feb","CHEVROLET","D-MAX","5354","D-MAX CRDI 2.5 CS 4X2 TM DIESEL","CAMIONETA","AZUAY","ECUADOR","27999","6"
"2022","feb","CHEVROLET","D-MAX","5354","D-MAX CRDI 2.5 CS 4X2 TM DIESEL","CAMIONETA","EL ORO","ECUADOR","27999","1"
"2022","feb","CHEVROLET","D-MAX","5354","D-MAX CRDI 2.5 CS 4X2 TM DIESEL","CAMIONETA","GUAYAS","ECUADOR","27999","11"
"2022","feb","CHEVROLET","D-MAX","5354","D-MAX CRDI 2.5 CS 4X2 TM DIESEL","CAMIONETA","IMBABURA","ECUADOR","27999","1"
"2022","feb","CHEVROLET","D-MAX","5354","D-MAX CRDI 2.5 CS 4X2 TM DIESEL","CAMIONETA","LOJA","ECUADOR","27999","1"
"2022","feb","CHEVROLET","D-MAX","5354","D-MAX CRDI 2.5 CS 4X2 TM DIESEL","CAMIONETA","PICHINCHA","ECUADOR","27999","7"
"2022","feb","CHEVROLET","D-MAX","5354","D-MAX CRDI 2.5 CS 4X2 TM DIESEL","CAMIONETA","TUNGURAHUA","ECUADOR","27999","3"
"2022","feb","CHEVROLET","D-MAX","5317","D-MAX CRDI AC 2.5 CS 4X4 TM DIESEL","CAMIONETA","GUAYAS","ECUADOR","36899","1"
"2022","feb","CHEVROLET","D-MAX","5317","D-MAX CRDI AC 2.5 CS 4X4 TM DIESEL","CAMIONETA","MANABI","ECUADOR","36899","1"
"2022","feb","CHEVROLET","D-MAX","5317","D-MAX CRDI AC 2.5 CS 4X4 TM DIESEL","CAMIONETA","PICHINCHA","ECUADOR","36899","6"
"2022","feb","CHEVROLET","D-MAX","5317","D-MAX CRDI AC 2.5 CS 4X4 TM DIESEL","CAMIONETA","SANTO DOMINGO","ECUADOR","36899","5"
"2022","feb","CHEVROLET","D-MAX","5317","D-MAX CRDI AC 2.5 CS 4X4 TM DIESEL","CAMIONETA","SUCUMBIOS","ECUADOR","36899","1"
"2022","feb","CHEVROLET","D-MAX","5317","D-MAX CRDI AC 2.5 CS 4X4 TM DIESEL","CAMIONETA","TUNGURAHUA","ECUADOR","36899","1"
"2022","feb","CHEVROLET","D-MAX","4055","D-MAX CRDI FULL AC 2.5 CD 4X4 TM DIESEL","CAMIONETA","AZUAY","ECUADOR","39999","7"
"2022","feb","CHEVROLET","D-MAX","4055","D-MAX CRDI FULL AC 2.5 CD 4X4 TM DIESEL","CAMIONETA","CANAR","ECUADOR","39999","1"
"2022","feb","CHEVROLET","D-MAX","4055","D-MAX CRDI FULL AC 2.5 CD 4X4 TM DIESEL","CAMIONETA","EL ORO","ECUADOR","39999","3"
"2022","feb","CHEVROLET","D-MAX","4055","D-MAX CRDI FULL AC 2.5 CD 4X4 TM DIESEL","CAMIONETA","ESMERALDAS","ECUADOR","39999","1"
"2022","feb","CHEVROLET","D-MAX","4055","D-MAX CRDI FULL AC 2.5 CD 4X4 TM DIESEL","CAMIONETA","GUAYAS","ECUADOR","39999","9"
"2022","feb","CHEVROLET","D-MAX","4055","D-MAX CRDI FULL AC 2.5 CD 4X4 TM DIESEL","CAMIONETA","IMBABURA","ECUADOR","39999","3"
"2022","feb","CHEVROLET","D-MAX","4055","D-MAX CRDI FULL AC 2.5 CD 4X4 TM DIESEL","CAMIONETA","LOJA","ECUADOR","39999","4"
"2022","feb","CHEVROLET","D-MAX","4055","D-MAX CRDI FULL AC 2.5 CD 4X4 TM DIESEL","CAMIONETA","MANABI","ECUADOR","39999","4"
"2022","feb","CHEVROLET","D-MAX","4055","D-MAX CRDI FULL AC 2.5 CD 4X4 TM DIESEL","CAMIONETA","ORELLANA","ECUADOR","39999","1"
"2022","feb","CHEVROLET","D-MAX","4055","D-MAX CRDI FULL AC 2.5 CD 4X4 TM DIESEL","CAMIONETA","PICHINCHA","ECUADOR","39999","11"
"2022","feb","CHEVROLET","D-MAX","4055","D-MAX CRDI FULL AC 2.5 CD 4X4 TM DIESEL","CAMIONETA","SANTA ELENA","ECUADOR","39999","1"
"2022","feb","CHEVROLET","D-MAX","4055","D-MAX CRDI FULL AC 2.5 CD 4X4 TM DIESEL","CAMIONETA","TUNGURAHUA","ECUADOR","39999","5"
"2022","feb","CHEVROLET","D-MAX","5803","D-MAX CRDI HI RIDE AC 2.5 CD 4X2 TM DIESEL","CAMIONETA","AZUAY","ECUADOR","29999","14"
"2022","feb","CHEVROLET","D-MAX","5803","D-MAX CRDI HI RIDE AC 2.5 CD 4X2 TM DIESEL","CAMIONETA","CANAR","ECUADOR","29999","6"
"2022","feb","CHEVROLET","D-MAX","5803","D-MAX CRDI HI RIDE AC 2.5 CD 4X2 TM DIESEL","CAMIONETA","CARCHI","ECUADOR","29999","1"
"2022","feb","CHEVROLET","D-MAX","5803","D-MAX CRDI HI RIDE AC 2.5 CD 4X2 TM DIESEL","CAMIONETA","CHIMBORAZO","ECUADOR","29999","3"
"2022","feb","CHEVROLET","D-MAX","5803","D-MAX CRDI HI RIDE AC 2.5 CD 4X2 TM DIESEL","CAMIONETA","COTOPAXI","ECUADOR","29999","2"
"2022","feb","CHEVROLET","D-MAX","5803","D-MAX CRDI HI RIDE AC 2.5 CD 4X2 TM DIESEL","CAMIONETA","EL ORO","ECUADOR","29999","9"
"2022","feb","CHEVROLET","D-MAX","5803","D-MAX CRDI HI RIDE AC 2.5 CD 4X2 TM DIESEL","CAMIONETA","ESMERALDAS","ECUADOR","29999","3"
"2022","feb","CHEVROLET","D-MAX","5803","D-MAX CRDI HI RIDE AC 2.5 CD 4X2 TM DIESEL","CAMIONETA","GUAYAS","ECUADOR","29999","61"
"2022","feb","CHEVROLET","D-MAX","5803","D-MAX CRDI HI RIDE AC 2.5 CD 4X2 TM DIESEL","CAMIONETA","IMBABURA","ECUADOR","29999","5"
"2022","feb","CHEVROLET","D-MAX","5803","D-MAX CRDI HI RIDE AC 2.5 CD 4X2 TM DIESEL","CAMIONETA","LOJA","ECUADOR","29999","5"
"2022","feb","CHEVROLET","D-MAX","5803","D-MAX CRDI HI RIDE AC 2.5 CD 4X2 TM DIESEL","CAMIONETA","MANABI","ECUADOR","29999","8"
"2022","feb","CHEVROLET","D-MAX","5803","D-MAX CRDI HI RIDE AC 2.5 CD 4X2 TM DIESEL","CAMIONETA","ORELLANA","ECUADOR","29999","5"
"2022","feb","CHEVROLET","D-MAX","5803","D-MAX CRDI HI RIDE AC 2.5 CD 4X2 TM DIESEL","CAMIONETA","PICHINCHA","ECUADOR","29999","52"
"2022","feb","CHEVROLET","D-MAX","5803","D-MAX CRDI HI RIDE AC 2.5 CD 4X2 TM DIESEL","CAMIONETA","SANTA ELENA","ECUADOR","29999","3"
"2022","feb","CHEVROLET","D-MAX","5803","D-MAX CRDI HI RIDE AC 2.5 CD 4X2 TM DIESEL","CAMIONETA","SANTO DOMINGO","ECUADOR","29999","5"
"2022","feb","CHEVROLET","D-MAX","5803","D-MAX CRDI HI RIDE AC 2.5 CD 4X2 TM DIESEL","CAMIONETA","SUCUMBIOS","ECUADOR","29999","3"
"2022","feb","CHEVROLET","D-MAX","5803","D-MAX CRDI HI RIDE AC 2.5 CD 4X2 TM DIESEL","CAMIONETA","TUNGURAHUA","ECUADOR","29999","15"
"2022","feb","CHEVROLET","D-MAX","5378","D-MAX CRDI PREMIER AC 2.5 CD 4X4 TM DIESEL","CAMIONETA","CHIMBORAZO","ECUADOR","43999","1"
"2022","feb","CHEVROLET","D-MAX","5378","D-MAX CRDI PREMIER AC 2.5 CD 4X4 TM DIESEL","CAMIONETA","GUAYAS","ECUADOR","43999","3"
"2022","feb","CHEVROLET","D-MAX","5378","D-MAX CRDI PREMIER AC 2.5 CD 4X4 TM DIESEL","CAMIONETA","IMBABURA","ECUADOR","43999","1"
"2022","feb","CHEVROLET","D-MAX","5378","D-MAX CRDI PREMIER AC 2.5 CD 4X4 TM DIESEL","CAMIONETA","LOJA","ECUADOR","43999","3"
"2022","feb","CHEVROLET","D-MAX","5378","D-MAX CRDI PREMIER AC 2.5 CD 4X4 TM DIESEL","CAMIONETA","MANABI","ECUADOR","43999","2"
"2022","feb","CHEVROLET","D-MAX","5378","D-MAX CRDI PREMIER AC 2.5 CD 4X4 TM DIESEL","CAMIONETA","PICHINCHA","ECUADOR","43999","2"
"2022","feb","CHEVROLET","D-MAX","5378","D-MAX CRDI PREMIER AC 2.5 CD 4X4 TM DIESEL","CAMIONETA","SUCUMBIOS","ECUADOR","43999","1"
"2022","feb","CHEVROLET","D-MAX","5378","D-MAX CRDI PREMIER AC 2.5 CD 4X4 TM DIESEL","CAMIONETA","TUNGURAHUA","ECUADOR","43999","2"
"2022","feb","CHEVROLET","SERIE FRR","5229","FRR 1121 EIII 5.2 2P 4X2 TM DIESEL CN","CAMION","AZUAY","JAPON","49990","2"
"2022","feb","CHEVROLET","SERIE FRR","5229","FRR 1121 EIII 5.2 2P 4X2 TM DIESEL CN","CAMION","EL ORO","JAPON","49990","1"
"2022","feb","CHEVROLET","SERIE FRR","5229","FRR 1121 EIII 5.2 2P 4X2 TM DIESEL CN","CAMION","GUAYAS","JAPON","49990","9"
"2022","feb","CHEVROLET","SERIE FRR","5229","FRR 1121 EIII 5.2 2P 4X2 TM DIESEL CN","CAMION","IMBABURA","JAPON","49990","1"
"2022","feb","CHEVROLET","SERIE FRR","5229","FRR 1121 EIII 5.2 2P 4X2 TM DIESEL CN","CAMION","LOJA","JAPON","49990","1"
"2022","feb","CHEVROLET","SERIE FRR","5229","FRR 1121 EIII 5.2 2P 4X2 TM DIESEL CN","CAMION","PICHINCHA","JAPON","49990","1"
"2022","feb","CHEVROLET","SERIE FRR","5229","FRR 1121 EIII 5.2 2P 4X2 TM DIESEL CN","CAMION","SANTA ELENA","JAPON","49990","1"
"2022","feb","CHEVROLET","SERIE FRR","5174","FRR 1121 EIII AC 5.2 2P 4X2 TM DIESEL CN","CAMION","EL ORO","JAPON","51490","1"
"2022","feb","CHEVROLET","SERIE FRR","5174","FRR 1121 EIII AC 5.2 2P 4X2 TM DIESEL CN","CAMION","GUAYAS","JAPON","51490","1"
"2022","feb","CHEVROLET","SERIE FRR","5174","FRR 1121 EIII AC 5.2 2P 4X2 TM DIESEL CN","CAMION","IMBABURA","JAPON","51490","1"
"2022","feb","CHEVROLET","SERIE FTR","5255","FTR 1624 EIII 7.8 2P 4X2 TM DIESEL CN","CAMION","AZUAY","JAPON","70990","1"
"2022","feb","CHEVROLET","SERIE FTR","5255","FTR 1624 EIII 7.8 2P 4X2 TM DIESEL CN","CAMION","PICHINCHA","JAPON","70990","2"
"2022","feb","CHEVROLET","SERIE FTR","5227","FTR 1624 EIII AC 7.8 2P 4X2 TM DIESEL CN","CAMION","AZUAY","JAPON","72490","1"
"2022","feb","CHEVROLET","SERIE FTR","5227","FTR 1624 EIII AC 7.8 2P 4X2 TM DIESEL CN","CAMION","PICHINCHA","JAPON","72490","2"
"2022","feb","CHEVROLET","SERIE FTR","5227","FTR 1624 EIII AC 7.8 2P 4X2 TM DIESEL CN","CAMION","SANTO DOMINGO","JAPON","72490","1"
